#NCBI-GeneID,XB-GENE-ID,GENE_SYMBOL
GeneID:548417,XB-GENE-6454901,aspdh
GeneID:548418,XB-GENE-5929937,rnf141
GeneID:548419,XB-GENE-5816685,atosa
GeneID:548420,XB-GENE-478365,rassf2
GeneID:548421,XB-GENE-951609,cldn1
GeneID:548423,XB-GENE-1000632,dctn2
GeneID:548424,XB-GENE-965447,fmo3
GeneID:548426,XB-GENE-982663,eps8l3
GeneID:548427,XB-GENE-479624,nfil3
GeneID:548428,XB-GENE-1015823,farsb
GeneID:548429,XB-GENE-978323,apip
GeneID:548430,XB-GENE-481459,il1r2
GeneID:548431,XB-GENE-970837,cog7
GeneID:548432,XB-GENE-480459,casp10
GeneID:548433,XB-GENE-6085731,serpind1
GeneID:548434,XB-GENE-6054495,ptpn11b
GeneID:548435,XB-GENE-6454898,slc29a1
GeneID:548436,XB-GENE-855872,cyp2d6
GeneID:548438,XB-GENE-962206,lcp1
GeneID:548439,XB-GENE-6048191,hck
GeneID:548440,XB-GENE-482064,dapp1
GeneID:548442,XB-GENE-481191,csnk1g2
GeneID:548443,XB-GENE-484060,aqp7
GeneID:548444,XB-GENE-5761426,MGC107876
GeneID:548445,XB-GENE-971433,f10
GeneID:548446,XB-GENE-484348,ca2
GeneID:548447,XB-GENE-5767840,pnmt.2
GeneID:548448,XB-GENE-1012067,slc35c2
GeneID:548449,XB-GENE-945047,rpa1
GeneID:548450,XB-GENE-976712,tdo2
GeneID:548451,XB-GENE-987977,asph
GeneID:548452,XB-GENE-5867894,chmp7
GeneID:548453,XB-GENE-5917981,tiprl
GeneID:548454,XB-GENE-951530,dnajb2
GeneID:548455,NA,MGC107908
GeneID:548456,XB-GENE-945498,lyg2
GeneID:548457,XB-GENE-922630,gpx1
GeneID:548458,XB-GENE-5909078,alox12b
GeneID:548459,XB-GENE-967155,dcaf10
GeneID:548460,XB-GENE-5872210,ctu1
GeneID:548461,XB-GENE-942760,penk
GeneID:548462,XB-GENE-947316,gc
GeneID:548463,XB-GENE-999131,gm2a
GeneID:548464,XB-GENE-5907229,ctsl
GeneID:548465,XB-GENE-5841608,rbp4
GeneID:548466,XB-GENE-481401,aqp2
GeneID:548467,XB-GENE-490008,cav1
GeneID:548468,XB-GENE-482876,agtrap
GeneID:548469,XB-GENE-491190,rhou
GeneID:548470,XB-GENE-485185,pabpc4
GeneID:548471,XB-GENE-980167,serpini2
GeneID:548473,XB-GENE-487717,twsg2
GeneID:548474,XB-GENE-5834338,MGC107969
GeneID:548475,XB-GENE-5852510,ifitm3
GeneID:548476,XB-GENE-973141,proc
GeneID:548477,XB-GENE-949671,timp2
GeneID:548478,XB-GENE-877098,mospd1
GeneID:548479,XB-GENE-1008078,acox1
GeneID:548480,XB-GENE-977295,cav2
GeneID:548481,XB-GENE-919853,cxcl12
GeneID:548482,XB-GENE-960292,dpysl4
GeneID:548483,XB-GENE-1002090,tfpi2
GeneID:548484,XB-GENE-921661,mep1a
GeneID:548485,XB-GENE-5812768,mctp1
GeneID:548488,XB-GENE-949779,eml1
GeneID:548489,XB-GENE-5803642,ttc36
GeneID:548490,XB-GENE-988875,nt5c2
GeneID:548491,XB-GENE-491056,rasl11b
GeneID:548492,XB-GENE-491319,pglyrp1
GeneID:548493,XB-GENE-5765054,slc13a3
GeneID:548494,XB-GENE-948575,bcl10
GeneID:548495,XB-GENE-982031,nudcd3
GeneID:548496,XB-GENE-941602,tmed4
GeneID:548497,XB-GENE-5932856,hspa14
GeneID:548498,XB-GENE-974377,eif3i
GeneID:548500,XB-GENE-951233,fmo5.2
GeneID:548501,XB-GENE-959123,dhrs4
GeneID:548502,XB-GENE-5771153,eef2.2
GeneID:548503,XB-GENE-971750,cyp3a4.2
GeneID:548504,XB-GENE-979599,anxa13
GeneID:548505,XB-GENE-5885005,acad9
GeneID:548506,XB-GENE-482841,mmp2
GeneID:548507,XB-GENE-943431,snx12
GeneID:548508,XB-GENE-5750500,arl14
GeneID:548509,XB-GENE-5776262,prss1
GeneID:548510,XB-GENE-6258607,nup42
GeneID:548511,XB-GENE-944874,acyp2
GeneID:548512,XB-GENE-975762,scp2
GeneID:548513,XB-GENE-957080,cnn1
GeneID:548514,XB-GENE-481539,f2
GeneID:548516,XB-GENE-5752362,elp2
GeneID:548517,NA,MGC108450
GeneID:548518,XB-GENE-5831804,cd37
GeneID:548519,XB-GENE-943848,sh3glb2
GeneID:548520,XB-GENE-5913354,polr3k
GeneID:548521,NA,MGC108470
GeneID:548522,XB-GENE-955565,gspt1
GeneID:548523,XB-GENE-491384,lin28a
GeneID:548524,XB-GENE-5825241,wbp1
GeneID:548525,XB-GENE-484655,zeb1
GeneID:548526,XB-GENE-974957,gpaa1
GeneID:548527,XB-GENE-5889578,cyp4f22
GeneID:548528,XB-GENE-5943480,crip3
GeneID:548529,XB-GENE-5776210,pnliprp2
GeneID:548530,XB-GENE-854114,pdlim5
GeneID:548531,XB-GENE-989975,chrnd
GeneID:548532,XB-GENE-1005195,sirt7
GeneID:548534,XB-GENE-968841,klhl40
GeneID:548536,XB-GENE-972398,psmd2
GeneID:548537,XB-GENE-954196,cops2
GeneID:548538,XB-GENE-852957,erf
GeneID:548539,XB-GENE-479327,lmo4.2
GeneID:548540,XB-GENE-974423,fabp3
GeneID:548541,XB-GENE-485477,nucb2
GeneID:548542,XB-GENE-959678,atxn10
GeneID:548544,XB-GENE-953241,chchd1
GeneID:548545,XB-GENE-1002030,mtm1
GeneID:548547,XB-GENE-5889414,odf3
GeneID:548548,XB-GENE-972511,lars1
GeneID:548551,XB-GENE-491498,ror2
GeneID:548552,XB-GENE-992726,nubp1
GeneID:548553,XB-GENE-1014415,siah1
GeneID:548554,XB-GENE-5744243,yrdc
GeneID:548555,XB-GENE-941996,bysl
GeneID:548557,XB-GENE-5916413,ppm1g
GeneID:548558,XB-GENE-5847737,tubal3.2
GeneID:548559,XB-GENE-876620,tle2
GeneID:548560,XB-GENE-921428,aph1a
GeneID:548561,XB-GENE-6459460,fn3k
GeneID:548562,XB-GENE-5871042,gtf2h4
GeneID:548563,XB-GENE-1009027,gpr45
GeneID:548564,XB-GENE-952977,lipa
GeneID:548565,XB-GENE-478681,flii
GeneID:548566,XB-GENE-950994,mnd1
GeneID:548567,XB-GENE-493374,arfgap2
GeneID:548568,XB-GENE-1005316,park7
GeneID:548569,XB-GENE-5814015,steap4.1
GeneID:548570,XB-GENE-946941,phlda1
GeneID:548572,XB-GENE-1007558,ybx3
GeneID:548573,XB-GENE-957572,dusp5
GeneID:548575,XB-GENE-483599,cdh11
GeneID:548576,XB-GENE-971175,bnip3
GeneID:548577,XB-GENE-5940579,fuca1
GeneID:548578,XB-GENE-995961,cmtm7
GeneID:548579,XB-GENE-982208,dmtn
GeneID:548581,XB-GENE-942552,haus2
GeneID:548582,XB-GENE-970558,slc50a1
GeneID:548583,XB-GENE-948072,tkt
GeneID:548584,XB-GENE-6456603,fdps
GeneID:548585,XB-GENE-920329,rnf112
GeneID:548586,XB-GENE-489272,dram1
GeneID:548587,XB-GENE-876426,fstl3
GeneID:548588,XB-GENE-944209,sar1b
GeneID:548589,XB-GENE-6049136,uckl1
GeneID:548590,XB-GENE-5914997,MGC108147
GeneID:548591,XB-GENE-996028,gdap2
GeneID:548592,XB-GENE-482813,atp1b1
GeneID:548598,XB-GENE-855547,ccn2
GeneID:548647,XB-GENE-1014775,cul4a
GeneID:548648,XB-GENE-1018554,fgfr1
GeneID:548651,XB-GENE-5936750,ocm4.4
GeneID:548653,XB-GENE-494997,lhx8
GeneID:548654,XB-GENE-489186,ppp1r1a
GeneID:548655,XB-GENE-5901010,LOC548655
GeneID:548656,XB-GENE-495044,tlx3
GeneID:548657,XB-GENE-1017206,ca7
GeneID:548658,XB-GENE-973870,hba3
GeneID:548659,XB-GENE-5732572,msrb2
GeneID:548661,XB-GENE-967704,fabp7
GeneID:548662,XB-GENE-489365,pfdn6
GeneID:548663,XB-GENE-855435,eif4e
GeneID:548664,XB-GENE-5729873,hexd
GeneID:548665,XB-GENE-962722,slc30a5
GeneID:548666,XB-GENE-979269,cdc37
GeneID:548667,XB-GENE-5952997,trmt9b
GeneID:548668,XB-GENE-966676,shmt1
GeneID:548669,XB-GENE-485016,rala
GeneID:548670,XB-GENE-967576,zbtb40
GeneID:548671,XB-GENE-961703,cpsf6
GeneID:548672,XB-GENE-973424,entpd7
GeneID:548673,XB-GENE-488776,kat7
GeneID:548674,XB-GENE-5933880,primpol
GeneID:548675,XB-GENE-1014388,mmp15
GeneID:548676,XB-GENE-492096,rheb
GeneID:548677,XB-GENE-5721102,rrp1b
GeneID:548679,XB-GENE-5716009,cpeb3
GeneID:548680,XB-GENE-1002718,uap1l1
GeneID:548681,XB-GENE-1015721,mau2
GeneID:548683,XB-GENE-5854283,phgdh
GeneID:548684,XB-GENE-5946334,slc66a3
GeneID:548685,XB-GENE-1014566,slc16a1
GeneID:548686,XB-GENE-1009736,yipf6
GeneID:548687,XB-GENE-1016160,bnip2
GeneID:548688,XB-GENE-5788469,tuba5
GeneID:548689,XB-GENE-5720897,lsr
GeneID:548690,XB-GENE-1016186,enpp2
GeneID:548691,XB-GENE-480167,rxrb
GeneID:548692,XB-GENE-953331,slc18b1
GeneID:548693,XB-GENE-967131,mfsd5
GeneID:548694,XB-GENE-971443,fbxo4
GeneID:548695,XB-GENE-1002344,rspry1
GeneID:548696,XB-GENE-1016046,pycr1
GeneID:548697,XB-GENE-495007,sugp1
GeneID:548699,XB-GENE-1016383,gosr1
GeneID:548700,XB-GENE-5804075,slc48a1
GeneID:548701,XB-GENE-5850810,fam76b
GeneID:548702,XB-GENE-853955,ocln
GeneID:548703,XB-GENE-1014616,chst12
GeneID:548704,XB-GENE-956777,ppp1r3b
GeneID:548705,XB-GENE-1015881,tpte2
GeneID:548706,XB-GENE-5874310,arsd
GeneID:548707,XB-GENE-5868233,slc25a19
GeneID:548708,XB-GENE-1015698,pex7
GeneID:548709,XB-GENE-971466,ip6k2
GeneID:548711,XB-GENE-22062686,slc39a1l
GeneID:548712,XB-GENE-964696,glb1l
GeneID:548713,XB-GENE-975905,c4h1orf52
GeneID:548714,XB-GENE-1017116,egln1
GeneID:548715,XB-GENE-478587,tgfbr1
GeneID:548716,XB-GENE-962623,nsun2
GeneID:548717,XB-GENE-481829,bmp2
GeneID:548718,XB-GENE-977228,agpat5
GeneID:548719,XB-GENE-5821261,gas6
GeneID:548720,XB-GENE-1003911,trappc3
GeneID:548721,XB-GENE-1015224,chrac1
GeneID:548722,XB-GENE-855944,h2ax.2
GeneID:548723,XB-GENE-5729393,mrps36
GeneID:548724,XB-GENE-942601,tmco1
GeneID:548725,XB-GENE-482576,hoxb3
GeneID:548726,XB-GENE-963836,stxbp3
GeneID:548727,XB-GENE-950805,sh3rf1
GeneID:548729,XB-GENE-974982,cul3
GeneID:548730,XB-GENE-942175,spag6
GeneID:548731,XB-GENE-975324,dnajc28
GeneID:548732,XB-GENE-1015481,znf333
GeneID:548733,XB-GENE-959302,cyb5a
GeneID:548734,XB-GENE-5719525,znf630
GeneID:548735,XB-GENE-5966567,znf484
GeneID:548736,XB-GENE-969334,vps37a
GeneID:548737,XB-GENE-491782,psmd5
GeneID:548739,XB-GENE-5722500,znf383
GeneID:548740,XB-GENE-5845946,acox2
GeneID:548742,XB-GENE-6538667,dnajc5
GeneID:548743,XB-GENE-956942,sdha
GeneID:548744,XB-GENE-1017247,fam3b
GeneID:548745,XB-GENE-944288,dnajb12
GeneID:548746,XB-GENE-1007177,mmp16
GeneID:548747,XB-GENE-6454420,azin2
GeneID:548748,XB-GENE-1009798,brk1
GeneID:548749,XB-GENE-942188,bmi1
GeneID:548750,XB-GENE-969302,mien1
GeneID:548751,XB-GENE-5873606,tmem150b
GeneID:548753,XB-GENE-6454409,srek1ip1
GeneID:548754,XB-GENE-966447,ddx39a
GeneID:548755,XB-GENE-970352,psmd12
GeneID:548756,XB-GENE-997724,dap3
GeneID:548758,XB-GENE-1015863,stc2
GeneID:548759,XB-GENE-945448,KIAA1143
GeneID:548760,XB-GENE-494969,rasd2
GeneID:548761,XB-GENE-5815161,gabbr2
GeneID:548762,XB-GENE-1004020,prim2
GeneID:548763,XB-GENE-5912359,hba-l5
GeneID:548764,XB-GENE-996039,plekhf1
GeneID:548765,XB-GENE-1000561,asmtl
GeneID:548766,XB-GENE-489195,tbce
GeneID:548767,XB-GENE-1011414,rgr
GeneID:548768,XB-GENE-1017075,mrps35
GeneID:548770,XB-GENE-5956985,spring1
GeneID:548771,XB-GENE-920577,rnpc3
GeneID:548772,XB-GENE-5891654,zbtb26
GeneID:548773,XB-GENE-5841153,smim12
GeneID:548774,XB-GENE-6258041,cyp4f2
GeneID:548775,XB-GENE-478452,crx
GeneID:548777,XB-GENE-948547,atpsckmt
GeneID:548778,XB-GENE-876728,luc7l2
GeneID:548779,XB-GENE-5725015,tmem104
GeneID:548780,XB-GENE-965159,dnpep
GeneID:548781,XB-GENE-977939,frmd6
GeneID:548782,XB-GENE-988446,c1h18orf25
GeneID:548783,XB-GENE-1014006,kalrn
GeneID:548784,XB-GENE-1013112,myo18a
GeneID:548785,XB-GENE-949345,cdc73
GeneID:548786,XB-GENE-984936,nipsnap1
GeneID:548787,XB-GENE-5811952,lcmt1
GeneID:548788,XB-GENE-6085683,rnf113a
GeneID:548789,XB-GENE-854005,myef2
GeneID:548790,XB-GENE-962014,tp53bp2
GeneID:548791,XB-GENE-951468,gemin6
GeneID:548792,NA,LOC548792
GeneID:548793,XB-GENE-949224,gltp
GeneID:548794,XB-GENE-6083684,wdr33
GeneID:548795,XB-GENE-948363,tmem242
GeneID:548796,XB-GENE-485073,igfbp5
GeneID:548798,XB-GENE-944589,abi2
GeneID:548799,XB-GENE-979329,rad1
GeneID:548800,XB-GENE-997210,lancl1
GeneID:548801,XB-GENE-854498,anxa4
GeneID:548802,XB-GENE-5867355,hapln3
GeneID:548803,XB-GENE-992071,eif4e3
GeneID:548804,XB-GENE-5820723,sys1
GeneID:548805,XB-GENE-974921,reep6
GeneID:548806,XB-GENE-1018818,myo10
GeneID:548807,XB-GENE-5732314,smim14
GeneID:548808,XB-GENE-1016661,homer2
GeneID:548809,NA,LOC548809
GeneID:548810,XB-GENE-1007918,ercc6
GeneID:548811,XB-GENE-963260,tmem87b
GeneID:548812,XB-GENE-978124,ero1a
GeneID:548813,XB-GENE-6258343,ccdc80
GeneID:548814,XB-GENE-953229,kpna3
GeneID:548815,XB-GENE-5892709,ublcp1
GeneID:548816,XB-GENE-1015038,ift74
GeneID:548817,XB-GENE-970758,ube2l3
GeneID:548818,XB-GENE-972278,ube2d3
GeneID:548819,XB-GENE-972630,ccdc43
GeneID:548820,XB-GENE-5785406,taf13
GeneID:548821,XB-GENE-494214,clcf1
GeneID:548822,XB-GENE-941459,coq7
GeneID:548823,XB-GENE-1007205,hspbp1
GeneID:548824,XB-GENE-969621,pdcl
GeneID:548825,XB-GENE-949575,pigf
GeneID:548826,XB-GENE-971928,sh3glb1
GeneID:548827,XB-GENE-855474,zdhhc21
GeneID:548828,XB-GENE-854814,rtn4ip1
GeneID:548829,XB-GENE-1001977,ormdl2
GeneID:548830,XB-GENE-5823950,eif4e2
GeneID:548831,XB-GENE-6454242,gdf6
GeneID:548832,XB-GENE-976399,vps25
GeneID:548833,XB-GENE-1013693,tmem19
GeneID:548835,XB-GENE-947018,snx5
GeneID:548836,XB-GENE-490400,lhx5
GeneID:548838,XB-GENE-1016499,cryzl1
GeneID:548839,XB-GENE-980351,kifc3
GeneID:548840,XB-GENE-483978,znf326
GeneID:548841,XB-GENE-5723274,znf568
GeneID:548842,XB-GENE-6258637,golm2
GeneID:548843,XB-GENE-951215,ccdc134
GeneID:548844,XB-GENE-981164,nus1
GeneID:548845,XB-GENE-492020,rlim
GeneID:548846,XB-GENE-854640,tmem115
GeneID:548847,XB-GENE-957340,ccdc28b
GeneID:548848,XB-GENE-5898342,42sp43
GeneID:548849,XB-GENE-974114,b3galt6
GeneID:548850,XB-GENE-947267,rbm7
GeneID:548851,XB-GENE-5936600,derl2
GeneID:548852,XB-GENE-945004,pfn2
GeneID:548853,XB-GENE-5848800,c6h7orf25
GeneID:548854,XB-GENE-975384,lbhd1
GeneID:548855,XB-GENE-979094,rcc1
GeneID:548856,XB-GENE-973674,sncg
GeneID:548857,XB-GENE-1014364,tmem69
GeneID:548860,XB-GENE-5815462,sumf2
GeneID:548861,XB-GENE-868363,tspan1
GeneID:548862,XB-GENE-483042,ccndx
GeneID:548863,XB-GENE-1007215,dusp4
GeneID:548864,XB-GENE-5904465,slc29a2
GeneID:548865,XB-GENE-947799,arl10b
GeneID:548866,XB-GENE-942945,osgep
GeneID:548867,XB-GENE-491773,polr2h
GeneID:548869,XB-GENE-1010150,metap2
GeneID:548871,XB-GENE-5934178,tmem129
GeneID:548872,XB-GENE-5833364,znf300
GeneID:548873,XB-GENE-5724556,smco4
GeneID:548874,XB-GENE-5777820,alg12
GeneID:548875,XB-GENE-959911,plekhf2
GeneID:548876,XB-GENE-953288,faap24
GeneID:548877,XB-GENE-998288,gins3
GeneID:548878,XB-GENE-489784,ifrd1
GeneID:548879,XB-GENE-1014439,snx24
GeneID:548880,XB-GENE-952988,mrpl1
GeneID:548881,XB-GENE-5849692,tmem38b
GeneID:548882,XB-GENE-1014531,fbxl3
GeneID:548883,XB-GENE-5749635,aldh3b1
GeneID:548884,XB-GENE-5803974,slc25a46
GeneID:548885,XB-GENE-976279,arl6ip1
GeneID:548886,XB-GENE-954746,ube2w
GeneID:548887,XB-GENE-944694,ugcg
GeneID:548888,XB-GENE-1219073,tfdp1
GeneID:548889,XB-GENE-5731648,paqr3
GeneID:548891,XB-GENE-1014353,akr1a1
GeneID:548893,XB-GENE-965580,tlcd3a
GeneID:548894,XB-GENE-1000345,malsu1
GeneID:548895,XB-GENE-1016741,xrcc3
GeneID:548896,XB-GENE-945403,cpped1
GeneID:548897,XB-GENE-958918,morn5
GeneID:548898,XB-GENE-1017294,nup43
GeneID:548899,XB-GENE-996599,ndufaf7
GeneID:548900,XB-GENE-974172,eri1
GeneID:548901,XB-GENE-855583,cyp26a1
GeneID:548902,XB-GENE-945512,mrpl30
GeneID:548903,XB-GENE-5843537,scyl1
GeneID:548905,XB-GENE-482257,gadd45a
GeneID:548906,XB-GENE-957311,fam241a
GeneID:548908,XB-GENE-981419,cyb5d2
GeneID:548909,XB-GENE-1015677,sh3bgrl2
GeneID:548910,XB-GENE-919559,sugt1
GeneID:548911,XB-GENE-5819448,dph3
GeneID:548912,XB-GENE-852654,ppm1a
GeneID:548913,XB-GENE-489753,elovl2
GeneID:548914,XB-GENE-5909301,acyp1
GeneID:548915,XB-GENE-5764367,capns2
GeneID:548916,XB-GENE-876436,perp
GeneID:548917,XB-GENE-1001719,nop10
GeneID:548918,XB-GENE-5842214,gins1
GeneID:548919,XB-GENE-1014427,hint1
GeneID:548920,XB-GENE-481689,sap18
GeneID:548921,XB-GENE-943966,tmem167a
GeneID:548922,XB-GENE-943294,taf12
GeneID:548923,XB-GENE-485044,fgf10
GeneID:548924,XB-GENE-922081,cks2
GeneID:548925,XB-GENE-491489,rab24
GeneID:548926,XB-GENE-5741151,rps27a
GeneID:548927,XB-GENE-1004789,prelid1
GeneID:548928,XB-GENE-5844434,arl9
GeneID:548929,XB-GENE-1001629,tenm3
GeneID:548930,XB-GENE-976635,ttpal
GeneID:548931,XB-GENE-485220,otx2
GeneID:548932,XB-GENE-964016,h2az2
GeneID:548933,XB-GENE-973857,grpel1
GeneID:548934,XB-GENE-999331,rpl27
GeneID:548936,XB-GENE-1015115,atp6v1h
GeneID:548937,XB-GENE-1008875,nrbf2
GeneID:548939,XB-GENE-1004349,pfdn5
GeneID:548940,XB-GENE-6257496,mpdu1
GeneID:548941,XB-GENE-943724,fam136a
GeneID:548942,XB-GENE-947696,hibch
GeneID:548943,XB-GENE-998114,mfn1
GeneID:548944,XB-GENE-5898648,eif3f
GeneID:548945,XB-GENE-5763443,LOC548945
GeneID:548946,XB-GENE-976267,alg10
GeneID:548947,XB-GENE-954839,vdac2
GeneID:548948,XB-GENE-985396,cyp51a1
GeneID:548949,XB-GENE-494921,syngr1
GeneID:548950,XB-GENE-485089,rnf220
GeneID:548951,XB-GENE-1012742,samd8
GeneID:548952,XB-GENE-964063,ints6l
GeneID:548953,XB-GENE-1014311,cop1
GeneID:548954,XB-GENE-866811,fos
GeneID:548955,XB-GENE-989304,ndel1
GeneID:548956,XB-GENE-5750510,agfg1
GeneID:548957,XB-GENE-966778,jmjd6
GeneID:548958,XB-GENE-1014725,cask
GeneID:548959,XB-GENE-1005677,inpp5a.1
GeneID:548960,XB-GENE-999831,pigu
GeneID:548961,XB-GENE-484727,nr2c1
GeneID:548962,XB-GENE-1009870,gpr19
GeneID:548963,XB-GENE-976825,hsd17b7
GeneID:548964,XB-GENE-493413,arfgap3
GeneID:548965,XB-GENE-984613,b4galt6
GeneID:548966,XB-GENE-977343,pdhb
GeneID:548967,XB-GENE-6454214,tob2
GeneID:548968,XB-GENE-1015917,rufy2
GeneID:548970,XB-GENE-5861097,zwilch
GeneID:548971,XB-GENE-993591,cuedc1
GeneID:548972,XB-GENE-5747351,dnz1
GeneID:548974,XB-GENE-951934,mrm3
GeneID:548975,XB-GENE-5870537,mcm6.2
GeneID:548977,XB-GENE-960957,atp6v0a2
GeneID:548978,XB-GENE-982259,reep4
GeneID:548979,XB-GENE-5888837,coq4
GeneID:548982,XB-GENE-1016674,usp33
GeneID:548983,XB-GENE-1005141,chmp3
GeneID:548984,XB-GENE-1017020,dus2
GeneID:548985,XB-GENE-5734232,ints15
GeneID:548986,XB-GENE-1014825,golga5
GeneID:548987,XB-GENE-976654,dpp4
GeneID:548988,XB-GENE-969438,kat8
GeneID:548989,XB-GENE-986596,susd6
GeneID:548990,XB-GENE-6454204,angel1
GeneID:548991,XB-GENE-943837,tor1a
GeneID:548992,XB-GENE-965964,bbs5
GeneID:548993,XB-GENE-922387,ccna1
GeneID:548994,XB-GENE-1014860,crppa
GeneID:548996,XB-GENE-5730553,mix23
GeneID:548997,XB-GENE-970421,lsm10
GeneID:548998,XB-GENE-970145,sfxn1
GeneID:548999,XB-GENE-990470,kif18a
GeneID:549000,XB-GENE-979449,rce1
GeneID:549001,XB-GENE-1003699,cdkn2aipnl
GeneID:549002,XB-GENE-1004238,polr2d
GeneID:549003,XB-GENE-998670,mrpl40
GeneID:549004,XB-GENE-964002,cox5b.1
GeneID:549005,XB-GENE-943173,cnpy2
GeneID:549006,XB-GENE-1006488,sod1
GeneID:549007,XB-GENE-856225,cby1
GeneID:549008,XB-GENE-5848731,smim19
GeneID:549009,XB-GENE-6038577,focad
GeneID:549010,XB-GENE-922561,ccnh
GeneID:549011,XB-GENE-480638,chrd.1
GeneID:549012,XB-GENE-968508,tmed10
GeneID:549013,XB-GENE-959962,cldnd1
GeneID:549014,XB-GENE-988486,ier3ip1
GeneID:549015,XB-GENE-1015181,sdr39u1
GeneID:549016,XB-GENE-5871697,c1h9orf72
GeneID:549017,XB-GENE-494175,leng1
GeneID:549018,XB-GENE-5725626,ssu72
GeneID:549019,XB-GENE-971992,dctd
GeneID:549021,XB-GENE-923043,ccne2
GeneID:549022,XB-GENE-949263,triap1
GeneID:549023,XB-GENE-1017139,camk1
GeneID:549024,XB-GENE-952640,tdrp
GeneID:549025,XB-GENE-495261,id3
GeneID:549026,XB-GENE-5825360,stx3
GeneID:549027,XB-GENE-5755016,cnot10
GeneID:549030,XB-GENE-1015103,ube2v2
GeneID:549031,XB-GENE-494448,gtf2b
GeneID:549032,XB-GENE-5916313,tmem82
GeneID:549033,XB-GENE-5760540,mrpl41
GeneID:549034,XB-GENE-952107,bbs4
GeneID:549035,XB-GENE-5915561,diablo
GeneID:549036,XB-GENE-495303,hsp90aa1.1
GeneID:549037,XB-GENE-481644,dkk1
GeneID:549038,XB-GENE-958395,tspan4
GeneID:549039,XB-GENE-6454172,vamp8
GeneID:549040,XB-GENE-957521,sgpp1
GeneID:549041,XB-GENE-970258,tmem50b
GeneID:549042,XB-GENE-960353,map2k5
GeneID:549043,XB-GENE-1016447,gcdh
GeneID:549044,XB-GENE-5904168,tcea3
GeneID:549045,XB-GENE-5813863,kti12
GeneID:549046,XB-GENE-967312,med6
GeneID:549047,XB-GENE-6257868,popdc3
GeneID:549048,XB-GENE-980752,drg1
GeneID:549050,XB-GENE-952469,rmi1
GeneID:549051,XB-GENE-1003154,dpm2
GeneID:549052,NA,LOC549052
GeneID:549053,XB-GENE-484041,casp7
GeneID:549054,XB-GENE-483117,foxn3
GeneID:549056,XB-GENE-1002891,pcyox1
GeneID:549057,XB-GENE-1015346,dcun1d5
GeneID:549058,XB-GENE-5815904,luc7l3
GeneID:549059,XB-GENE-1006432,fezf2
GeneID:549060,XB-GENE-973035,nr2c2ap
GeneID:549061,XB-GENE-485314,ppp1r14b
GeneID:549062,XB-GENE-1016683,aatf
GeneID:549063,XB-GENE-971084,b9d1
GeneID:549064,XB-GENE-982726,naxd
GeneID:549066,XB-GENE-983792,dnal1
GeneID:549068,XB-GENE-5776981,vps28
GeneID:549069,XB-GENE-5967384,dcun1d1
GeneID:549070,XB-GENE-1017313,recql
GeneID:549071,XB-GENE-941384,dusp19
GeneID:549072,XB-GENE-5812529,rsrc1
GeneID:549073,XB-GENE-486436,rab21
GeneID:549074,XB-GENE-982534,dlat
GeneID:549075,XB-GENE-487169,nodal1
GeneID:549076,XB-GENE-923196,ogfod1
GeneID:549077,XB-GENE-478699,fgfr4
GeneID:549078,XB-GENE-972141,tmem185a
GeneID:549079,XB-GENE-999486,ap2s1
GeneID:549080,XB-GENE-488067,sox7
GeneID:549081,XB-GENE-945412,anapc7
GeneID:549082,XB-GENE-972042,ccne1
GeneID:549083,XB-GENE-1004443,rnaseh2b
GeneID:549084,XB-GENE-6454160,rab43
GeneID:549085,XB-GENE-950521,serinc3
GeneID:549086,XB-GENE-489046,tbc1d7
GeneID:549087,XB-GENE-1008496,cox18
GeneID:549088,XB-GENE-940262,smim8
GeneID:549089,XB-GENE-5729343,tmem18
GeneID:549090,XB-GENE-854651,psenen
GeneID:549091,XB-GENE-853992,pou2f1
GeneID:549092,XB-GENE-5780903,txnl4b
GeneID:549093,XB-GENE-488470,tbp
GeneID:549094,XB-GENE-1010108,mrps21
GeneID:549096,XB-GENE-966403,figla
GeneID:549097,XB-GENE-1003788,polr2l
GeneID:549098,XB-GENE-951431,fez2
GeneID:549099,XB-GENE-958136,ddx25
GeneID:549100,XB-GENE-1010634,c2h11orf54
GeneID:549101,XB-GENE-5805277,mrps16
GeneID:549102,XB-GENE-5821110,tmem167b
GeneID:549104,XB-GENE-5893404,gak
GeneID:549105,XB-GENE-5788004,lig3
GeneID:549106,XB-GENE-1000600,pabpn1l
GeneID:549107,XB-GENE-986890,naif1
GeneID:549108,XB-GENE-996565,fam72a
GeneID:549109,XB-GENE-1016729,nif3l1
GeneID:549110,XB-GENE-946051,psmd10
GeneID:549111,XB-GENE-948947,comt
GeneID:549112,XB-GENE-488842,rps18
GeneID:549113,XB-GENE-961904,bud31
GeneID:549114,XB-GENE-941798,ap4s1
GeneID:549115,XB-GENE-920855,men1
GeneID:549116,XB-GENE-5847981,c1h4orf33
GeneID:549117,XB-GENE-955724,rfc4
GeneID:549118,XB-GENE-5857446,pbdc1
GeneID:549119,XB-GENE-5726440,c1qtnf12
GeneID:549120,XB-GENE-5731297,fmo1
GeneID:549121,XB-GENE-493997,vhl
GeneID:549122,XB-GENE-955365,snx33
GeneID:549123,XB-GENE-920536,rhof
GeneID:549124,XB-GENE-949539,ntf3
GeneID:549125,XB-GENE-1007523,mecr
GeneID:549126,XB-GENE-495026,rab15
