#NCBI-GeneID,XB-GENE-ID,GENE_SYMBOL
GeneID:100101757,XB-GENE-922256,ube4a
GeneID:100101758,XB-GENE-922598,ccndbp1
GeneID:100101759,XB-GENE-923338,ddx27
GeneID:100101761,XB-GENE-478410,nr1d2
GeneID:100101762,XB-GENE-478907,slc9b2
GeneID:100101763,XB-GENE-480152,onecut1
GeneID:100101764,XB-GENE-481530,map3k7
GeneID:100101765,XB-GENE-482203,tnfrsf11a
GeneID:100101766,XB-GENE-484602,mapk11
GeneID:100101767,XB-GENE-486704,kazald1
GeneID:100101768,XB-GENE-491820,shc3
GeneID:100101769,XB-GENE-494709,prkcz
GeneID:100101770,XB-GENE-853623,ankrd46
GeneID:100101771,XB-GENE-868353,camk2a
GeneID:100101772,XB-GENE-876375,tmeff1
GeneID:100101773,XB-GENE-920552,cdk17
GeneID:100101775,XB-GENE-478256,sostdc1
GeneID:100101776,XB-GENE-490615,camkk1
GeneID:100101777,XB-GENE-493110,rassf4
GeneID:100101778,XB-GENE-921760,aipl1
GeneID:100101779,XB-GENE-478265,tcf3
GeneID:100101781,XB-GENE-480035,slc7a5
GeneID:100101782,XB-GENE-480450,hes5.3
GeneID:100101784,XB-GENE-481504,six2
GeneID:100101785,XB-GENE-481634,ptn
GeneID:100101786,XB-GENE-483427,rab3b
GeneID:100101787,XB-GENE-481766,tle4
GeneID:100101788,XB-GENE-484435,mmd
GeneID:100101789,XB-GENE-484855,gli3
GeneID:100101790,XB-GENE-484962,mitf
GeneID:100101791,XB-GENE-489811,rasgrp1
GeneID:100101792,XB-GENE-490177,ppp2r5b
GeneID:100101794,XB-GENE-490675,smarcc2
GeneID:100101795,XB-GENE-491581,hnrnpl
GeneID:100101796,XB-GENE-491902,actr1a
GeneID:100101797,XB-GENE-492011,smarca1
GeneID:100101799,XB-GENE-868100,tle1
GeneID:100101800,XB-GENE-923057,atp5mg
GeneID:100101801,XB-GENE-483094,il11ra
GeneID:100101802,XB-GENE-854826,hdhd5
GeneID:100101803,XB-GENE-923435,tbc1d8b
GeneID:100101804,XB-GENE-479999,fgf12
GeneID:100101805,XB-GENE-485137,fabp2
GeneID:100113366,XB-GENE-1005991,hoxb5
GeneID:100124299,XB-GENE-940493,med19
GeneID:100124300,XB-GENE-944821,cdc25c
GeneID:100124301,XB-GENE-945938,fgfbp1
GeneID:100124302,XB-GENE-946612,usp7
GeneID:100124303,XB-GENE-947291,uba3
GeneID:100124304,XB-GENE-947514,ubtd2
GeneID:100124305,XB-GENE-947611,zhx2
GeneID:100124306,XB-GENE-956382,znf711
GeneID:100124307,XB-GENE-962808,rnf144a
GeneID:100124308,XB-GENE-968743,uchl5
GeneID:100124309,XB-GENE-969023,usp8
GeneID:100124310,XB-GENE-972704,neurod4
GeneID:100124311,XB-GENE-982561,blm
GeneID:100124312,XB-GENE-983144,ferd3l
GeneID:100124313,XB-GENE-984278,usp37
GeneID:100124314,XB-GENE-992187,clspn
GeneID:100124315,XB-GENE-993870,evpl
GeneID:100124316,XB-GENE-995770,bsx
GeneID:100124317,XB-GENE-997305,ubl5
GeneID:100124318,XB-GENE-999123,ncf1
GeneID:100124319,XB-GENE-1004950,siah2
GeneID:100124320,XB-GENE-1006005,hoxb6
GeneID:100124322,XB-GENE-950643,otub2
GeneID:100124324,XB-GENE-971108,ube2c
GeneID:100124325,XB-GENE-983263,gpnmb
GeneID:100124326,XB-GENE-991129,adipor2
GeneID:100124327,XB-GENE-994894,lrsam1
GeneID:100124328,XB-GENE-997314,cln3
GeneID:100124329,XB-GENE-1000415,phox2b
GeneID:100124330,XB-GENE-1010811,rnf144b
GeneID:100124509,XB-GENE-1008732,sdad1
GeneID:100124655,XB-GENE-960892,mboat2
GeneID:100124656,XB-GENE-948541,tmtc2
GeneID:100124657,XB-GENE-5824265,fchsd2
GeneID:100124701,XB-GENE-1013972,tenm4
GeneID:100124702,XB-GENE-959163,ypel2
GeneID:100124705,XB-GENE-990139,ninl
GeneID:100124706,XB-GENE-1016830,zdhhc9
GeneID:100124707,XB-GENE-993945,rcan3
GeneID:100124708,XB-GENE-6030743,gabrb3
GeneID:100124710,XB-GENE-5853166,gng12
GeneID:100124711,XB-GENE-995848,chd4
GeneID:100124712,XB-GENE-969593,slc39a3
GeneID:100124713,XB-GENE-5793917,ehmt1
GeneID:100124714,XB-GENE-976188,dip2a
GeneID:100124715,XB-GENE-6454385,rab11fip4
GeneID:100124716,XB-GENE-948809,robo1
GeneID:100124717,XB-GENE-1009192,rnf182
GeneID:100124719,XB-GENE-994394,eif3a
GeneID:100124721,XB-GENE-994907,lats2
GeneID:100124722,XB-GENE-983603,pcdh1
GeneID:100124723,XB-GENE-961053,mpp2
GeneID:100124724,XB-GENE-993262,rel
GeneID:100124725,XB-GENE-1012749,polr3a
GeneID:100124727,XB-GENE-5945038,znf519
GeneID:100124728,XB-GENE-1012759,rims1
GeneID:100124729,XB-GENE-969004,slc30a4
GeneID:100124730,XB-GENE-5755926,cadps
GeneID:100124731,XB-GENE-984534,shank2
GeneID:100124732,XB-GENE-959460,aldh4a1
GeneID:100124734,XB-GENE-5914700,l1cam
GeneID:100124735,XB-GENE-960380,ercc5
GeneID:100124737,XB-GENE-994502,drp2
GeneID:100124738,XB-GENE-5794048,fli1
GeneID:100124739,XB-GENE-954085,adarb1
GeneID:100124740,XB-GENE-5763797,slc25a29
GeneID:100124741,XB-GENE-965079,csgalnact2
GeneID:100124742,XB-GENE-5799776,gpr78
GeneID:100124743,XB-GENE-1219030,setdb2
GeneID:100124744,XB-GENE-991181,slc35g2
GeneID:100124745,XB-GENE-983158,spock3
GeneID:100124746,XB-GENE-5868172,tti1
GeneID:100124747,XB-GENE-958909,acbd3
GeneID:100124748,XB-GENE-877157,itpr2
GeneID:100124749,XB-GENE-1012312,itpr3
GeneID:100124750,XB-GENE-940178,fas
GeneID:100124751,XB-GENE-981879,psme3
GeneID:100124752,XB-GENE-944850,hk1
GeneID:100124753,XB-GENE-6454376,zc3h6
GeneID:100124754,XB-GENE-984470,tnk2
GeneID:100124755,XB-GENE-997612,pi4kb
GeneID:100124756,XB-GENE-995680,ap1g2
GeneID:100124757,XB-GENE-987892,slc43a2
GeneID:100124759,XB-GENE-964437,prelp
GeneID:100124760,XB-GENE-976579,abtb1
GeneID:100124761,XB-GENE-996559,slc26a9
GeneID:100124762,XB-GENE-984859,cfap97
GeneID:100124763,XB-GENE-985007,wwc1
GeneID:100124764,XB-GENE-994266,tbck
GeneID:100124765,XB-GENE-5870147,dgkb
GeneID:100124766,XB-GENE-983714,kif5a
GeneID:100124767,XB-GENE-955835,ankrd9
GeneID:100124768,XB-GENE-978145,wasf1
GeneID:100124769,XB-GENE-991038,nop16
GeneID:100124770,XB-GENE-947114,aip
GeneID:100124771,XB-GENE-5729272,LOC100124771
GeneID:100124772,NA,rab41
GeneID:100124773,XB-GENE-1000145,p2ry1
GeneID:100124774,XB-GENE-5954362,tars3
GeneID:100124775,NA,LOC100124775
GeneID:100124776,XB-GENE-5823346,sec14l1
GeneID:100124777,XB-GENE-1011628,tcf4
GeneID:100124778,XB-GENE-5826085,bcat1
GeneID:100124779,XB-GENE-1013331,slc25a13
GeneID:100124780,XB-GENE-952903,pla2g15
GeneID:100124781,NA,LOC100124781
GeneID:100124782,XB-GENE-941786,gemin2
GeneID:100124783,XB-GENE-5843936,LOC100124783
GeneID:100124784,XB-GENE-5954411,slc66a2.2
GeneID:100124785,XB-GENE-963575,lyrm7
GeneID:100124786,XB-GENE-977611,myl4
GeneID:100124787,XB-GENE-5810264,tpx2
GeneID:100124788,XB-GENE-992544,evc
GeneID:100124789,XB-GENE-984685,faslg
GeneID:100124790,XB-GENE-978233,msc
GeneID:100124791,XB-GENE-5918718,usf1
GeneID:100124792,XB-GENE-988623,evl
GeneID:100124793,XB-GENE-6044470,mfsd2b
GeneID:100124794,XB-GENE-6257573,mxd4
GeneID:100124795,XB-GENE-976876,dhx57
GeneID:100124796,XB-GENE-5747205,socs6
GeneID:100124797,XB-GENE-1012892,ist1
GeneID:100124798,XB-GENE-968497,dlc
GeneID:100124800,XB-GENE-945256,nmnat2
GeneID:100124801,XB-GENE-6054034,uhrf2
GeneID:100124802,XB-GENE-6454885,gpn1
GeneID:100124803,XB-GENE-5771814,atp6v0e2
GeneID:100124804,XB-GENE-1003179,dcakd
GeneID:100124805,XB-GENE-5798641,zc3h13
GeneID:100124806,XB-GENE-1013384,neil1
GeneID:100124807,XB-GENE-948146,ndufa2
GeneID:100124808,XB-GENE-6046184,angptl7
GeneID:100124809,XB-GENE-978808,lim2
GeneID:100124811,XB-GENE-5949813,myl9
GeneID:100124812,XB-GENE-1000830,LOC100124812
GeneID:100124813,XB-GENE-955403,KIAA2013
GeneID:100124814,XB-GENE-975967,rbm11
GeneID:100124815,XB-GENE-6041573,sult1b1
GeneID:100124816,XB-GENE-1006872,c2h1orf216
GeneID:100124817,XB-GENE-1011185,klhl30
GeneID:100124818,XB-GENE-5933914,fabp4
GeneID:100124819,XB-GENE-990797,srpk2
GeneID:100124821,XB-GENE-947476,kyat3
GeneID:100124822,XB-GENE-5941398,hm13
GeneID:100124823,XB-GENE-1012946,clip1
GeneID:100124824,XB-GENE-982431,tox2
GeneID:100124825,XB-GENE-493530,rem1
GeneID:100124826,XB-GENE-5758023,yju2b
GeneID:100124827,XB-GENE-945367,pde6g
GeneID:100124828,XB-GENE-5815523,cplx1
GeneID:100124829,XB-GENE-954032,tcta
GeneID:100124830,XB-GENE-979982,cdcp2
GeneID:100124831,XB-GENE-5830877,med25
GeneID:100124832,XB-GENE-5955779,tyw1
GeneID:100124833,XB-GENE-1006063,rgcc
GeneID:100124834,XB-GENE-1006837,blvrb
GeneID:100124835,XB-GENE-5766013,eva1a
GeneID:100124836,XB-GENE-1004072,abhd8
GeneID:100124837,XB-GENE-958655,olfm2
GeneID:100124838,XB-GENE-5818915,nprl3
GeneID:100124839,XB-GENE-6258107,c4h3orf49
GeneID:100124840,XB-GENE-978025,dpcd
GeneID:100124841,XB-GENE-5904605,pmt
GeneID:100124842,XB-GENE-5957221,LOC100124842
GeneID:100124843,XB-GENE-1003264,gnat1
GeneID:100124844,XB-GENE-5753236,pced1a
GeneID:100124845,XB-GENE-981291,cpne8
GeneID:100124846,XB-GENE-943365,serhl2
GeneID:100124847,XB-GENE-5903844,prss16
GeneID:100124848,XB-GENE-963931,cald1
GeneID:100124849,XB-GENE-982653,psma5
GeneID:100124851,XB-GENE-5957666,cryga.3
GeneID:100124852,NA,LOC100124852
GeneID:100124853,XB-GENE-5791400,frem1l
GeneID:100124854,XB-GENE-1010095,aamp
GeneID:100124855,XB-GENE-5919679,drd1c
GeneID:100124856,XB-GENE-6457690,abracl
GeneID:100124857,XB-GENE-6457765,mrps28
GeneID:100124858,XB-GENE-991634,tinagl1
GeneID:100124859,XB-GENE-966159,arr3
GeneID:100124860,XB-GENE-6258756,dcun1d3
GeneID:100124861,XB-GENE-6454877,mrps26
GeneID:100124862,XB-GENE-6072920,pdgfra
GeneID:100124863,XB-GENE-22061924,guca1a
GeneID:100124864,XB-GENE-5793225,lrrc61
GeneID:100124865,XB-GENE-5864292,col3a1
GeneID:100124866,XB-GENE-5808767,patl1
GeneID:100124867,XB-GENE-943977,gngt2
GeneID:100124868,XB-GENE-997325,tpp1
GeneID:100124869,XB-GENE-6258935,rabl3
GeneID:100124870,XB-GENE-6451485,col4a1
GeneID:100124871,XB-GENE-950034,cbfa2t2
GeneID:100124873,XB-GENE-1001678,mtfp1
GeneID:100124875,XB-GENE-6454872,bmal2
GeneID:100124876,XB-GENE-1011883,rnaseh1
GeneID:100124877,XB-GENE-978203,tmlhe
GeneID:100124878,XB-GENE-1002050,loxl1
GeneID:100124879,XB-GENE-6454871,slco1a2
GeneID:100124881,XB-GENE-1221159,ttc30a
GeneID:100124882,XB-GENE-998773,nptx2
GeneID:100124883,XB-GENE-983821,tsen15
GeneID:100124884,XB-GENE-6456756,sltm
GeneID:100124885,XB-GENE-877279,trmt10c
GeneID:100124886,XB-GENE-1003493,rmc1
GeneID:100124887,XB-GENE-6454222,bop1
GeneID:100124888,XB-GENE-5875601,rrs1
GeneID:100124890,XB-GENE-1000359,fignl1
GeneID:100124891,XB-GENE-5825462,pkp2
GeneID:100124892,XB-GENE-970368,mrpl14
GeneID:100124893,XB-GENE-958415,lpar1
GeneID:100124894,XB-GENE-940463,nt5dc3
GeneID:100124895,XB-GENE-494548,ralb
GeneID:100124896,XB-GENE-997825,timm10b
GeneID:100124897,XB-GENE-1006743,ttc9c
GeneID:100124898,XB-GENE-5944519,dusp29
GeneID:100124899,XB-GENE-988896,lgals9c
GeneID:100124900,XB-GENE-5848874,rs1
GeneID:100124901,XB-GENE-5762104,inhbb
GeneID:100124902,XB-GENE-1002042,stra6
GeneID:100124903,XB-GENE-952710,rilpl1
GeneID:100124904,XB-GENE-1012566,fermt2
GeneID:100124905,XB-GENE-981992,gck
GeneID:100124906,XB-GENE-958297,slc35a4
GeneID:100124907,XB-GENE-966902,lmcd1
GeneID:100124908,XB-GENE-983383,gnpda2
GeneID:100124909,XB-GENE-5918263,kcnj8
GeneID:100124910,XB-GENE-1018296,fgfr2
GeneID:100124911,XB-GENE-986716,cbx4
GeneID:100124912,XB-GENE-5721360,saysd1
GeneID:100124913,XB-GENE-1014460,arl13b
GeneID:100124914,XB-GENE-971236,oxnad1
GeneID:100124915,XB-GENE-494236,psmg1
GeneID:100124916,XB-GENE-989860,ldlrad3
GeneID:100124917,XB-GENE-955009,opn1lw
GeneID:100124918,XB-GENE-981086,foxn4
GeneID:100124919,XB-GENE-952379,nalf2
GeneID:100124920,XB-GENE-5875770,gpr176
GeneID:100124921,XB-GENE-968831,etnppl
GeneID:100124922,XB-GENE-991409,dpp8
GeneID:100124923,XB-GENE-1006177,klhdc2
GeneID:100124924,XB-GENE-5898521,sil1
GeneID:100124925,XB-GENE-949963,nova1
GeneID:100124926,XB-GENE-982355,tmem117
GeneID:100124927,XB-GENE-989799,lysmd1
GeneID:100124928,XB-GENE-958546,ppp1r1b
GeneID:100124929,XB-GENE-974834,gtf2f1
GeneID:100124930,XB-GENE-955318,slc45a1
GeneID:100124931,XB-GENE-985269,dgka
GeneID:100124932,XB-GENE-492409,shd
GeneID:100124933,XB-GENE-948705,ccdc102a
GeneID:100124934,XB-GENE-5872637,opn6a
GeneID:100124935,XB-GENE-5962106,stx1b
GeneID:100124936,XB-GENE-5914139,pagr1
GeneID:100124937,XB-GENE-5865173,tmem17
GeneID:100124938,XB-GENE-5795683,dnajc18
GeneID:100124939,XB-GENE-996958,nrarp
GeneID:100124940,XB-GENE-5817008,nat8l
GeneID:100124941,XB-GENE-5815090,cav3.2
GeneID:100124942,XB-GENE-1001365,mep1b
GeneID:100124943,XB-GENE-946438,lpcat2
GeneID:100124944,XB-GENE-956073,fam166c
GeneID:100124945,XB-GENE-980059,hspd1
GeneID:100124946,XB-GENE-6034962,kif7
GeneID:100124947,XB-GENE-5801166,rap1a
GeneID:100124948,XB-GENE-946444,ubxn8
GeneID:100124949,XB-GENE-5945982,lrrc4b
GeneID:100124950,XB-GENE-5870895,LOC100124950
GeneID:100124951,XB-GENE-5840789,nat8.1
GeneID:100124952,XB-GENE-954311,zc2hc1a
GeneID:100124953,XB-GENE-986703,cbln4
GeneID:100124954,XB-GENE-942165,prtfdc1
GeneID:100124955,XB-GENE-978554,eif4a2
GeneID:100124956,XB-GENE-971788,fktn
GeneID:100124957,XB-GENE-5793289,abhd18
GeneID:100124958,XB-GENE-1002972,brms1l
GeneID:100124959,XB-GENE-978283,ovca2
GeneID:100124960,XB-GENE-965127,vil1
GeneID:100124961,XB-GENE-969117,tsen54
GeneID:100124962,XB-GENE-6077084,tafa5
GeneID:100124963,XB-GENE-949564,rnf130
GeneID:100124964,XB-GENE-974061,plppr1
GeneID:100124965,XB-GENE-987795,ascc1
GeneID:100124966,XB-GENE-989642,gphn
GeneID:100124967,XB-GENE-5779150,cyp2b6
GeneID:100124968,XB-GENE-947441,snn
GeneID:100124969,XB-GENE-6072966,itgb1bp1
GeneID:100124970,XB-GENE-969324,cnot7
GeneID:100124971,XB-GENE-5796372,mfsd3
GeneID:100124972,XB-GENE-5898567,tmem245
GeneID:100124973,XB-GENE-5814476,maneal
GeneID:100124974,XB-GENE-995673,mrpl52
GeneID:100124975,XB-GENE-994817,cldn15.1
GeneID:100124976,XB-GENE-971579,otos
GeneID:100124977,XB-GENE-995470,c6h18orf21
GeneID:100124978,XB-GENE-952138,gngt1
GeneID:100124979,XB-GENE-5824213,rab7b
GeneID:100124980,XB-GENE-943087,hs1bp3
GeneID:100124981,XB-GENE-5943262,rtkn
GeneID:100124982,XB-GENE-5845672,camsap3
GeneID:100124983,XB-GENE-968212,mgat4a
GeneID:100124984,XB-GENE-5759171,lsamp
GeneID:100124985,XB-GENE-1007357,pcdh7
GeneID:100124986,XB-GENE-991924,trmt44
GeneID:100124987,XB-GENE-948314,ormdl1
GeneID:100124988,XB-GENE-5814769,nt5dc2
GeneID:100124989,XB-GENE-954473,utp20
GeneID:100124990,XB-GENE-5822257,LOC100124990
GeneID:100124991,XB-GENE-6258190,cbarp
GeneID:100124992,XB-GENE-980499,slc1a4
GeneID:100124993,XB-GENE-961178,mc5r
GeneID:100124994,XB-GENE-1011959,trim32
GeneID:100124995,XB-GENE-995134,lgi2
GeneID:100124996,XB-GENE-5752023,iqgap2
GeneID:100124997,XB-GENE-998737,slitrk1
GeneID:100124998,XB-GENE-979363,kcnf1
GeneID:100124999,XB-GENE-996775,trpm2
GeneID:100125000,XB-GENE-1011970,gpsm1
GeneID:100125001,XB-GENE-996689,miga2
GeneID:100125002,XB-GENE-939998,fam189b
GeneID:100125003,XB-GENE-1002214,ift56
GeneID:100125004,XB-GENE-994058,apbb3
GeneID:100125005,XB-GENE-950410,apbb1ip
GeneID:100125006,XB-GENE-1007708,dnajb4
GeneID:100125007,XB-GENE-5956759,samd11
GeneID:100125008,XB-GENE-992979,peli1
GeneID:100125009,XB-GENE-1003080,mfhas1
GeneID:100125010,XB-GENE-1012972,entpd3
GeneID:100125011,XB-GENE-992553,zbtb49
GeneID:100125012,XB-GENE-956274,cpne5
GeneID:100125013,XB-GENE-957540,rhoj
GeneID:100125014,XB-GENE-1016849,ndnf
GeneID:100125015,XB-GENE-5867971,kcnd3
GeneID:100125016,XB-GENE-983772,daam1
GeneID:100125017,XB-GENE-5745545,brox
GeneID:100125018,XB-GENE-1003162,fpgs
GeneID:100125019,XB-GENE-5821642,fbxl16
GeneID:100125020,XB-GENE-5871301,plpp6
GeneID:100125021,XB-GENE-6454706,mrpl2
GeneID:100125022,XB-GENE-963640,celf2
GeneID:100125023,XB-GENE-1008093,pcdhac2
GeneID:100125024,XB-GENE-965516,cacng2
GeneID:100125025,XB-GENE-945072,foxo3
GeneID:100125026,XB-GENE-960599,atg13
GeneID:100125027,XB-GENE-22068478,gabrb2
GeneID:100125028,XB-GENE-943030,necab1
GeneID:100125029,XB-GENE-971012,zfp36l2
GeneID:100125030,XB-GENE-5816218,sbk1
GeneID:100125031,XB-GENE-992312,adcyap1
GeneID:100125032,XB-GENE-980175,rims2
GeneID:100125033,XB-GENE-980550,arhgef9
GeneID:100125034,XB-GENE-958429,septin6
GeneID:100125035,XB-GENE-988002,klhl4
GeneID:100125036,XB-GENE-956024,slc25a18
GeneID:100125037,XB-GENE-6046634,slco2b1
GeneID:100125038,XB-GENE-988185,phf3
GeneID:100125039,XB-GENE-984146,nrg3
GeneID:100125040,XB-GENE-5757837,ubash3b
GeneID:100125041,XB-GENE-1010990,srpk3
GeneID:100125042,XB-GENE-986535,add2
GeneID:100125044,NA,LOC100125044
GeneID:100125045,XB-GENE-5815188,ctnnal1
GeneID:100125046,XB-GENE-5938552,pcdha5
GeneID:100125047,XB-GENE-5907157,ankrd13b
GeneID:100125048,XB-GENE-983214,kcnj13
GeneID:100125049,XB-GENE-5918806,LOC100125049
GeneID:100125050,XB-GENE-6034696,atp1a2
GeneID:100125051,XB-GENE-5793831,slc47a2
GeneID:100125052,XB-GENE-5838893,gria4
GeneID:100125053,XB-GENE-5904142,ppp6r2
GeneID:100125054,XB-GENE-1000711,ehd4
GeneID:100125055,XB-GENE-5962512,LOC100125055
GeneID:100125056,XB-GENE-949176,pde1a
GeneID:100125057,XB-GENE-996424,olfml2a
GeneID:100125058,XB-GENE-5858624,mpnd
GeneID:100125059,XB-GENE-1217366,dop1b
GeneID:100125060,XB-GENE-986260,abcc5
GeneID:100125061,XB-GENE-962826,orai1
GeneID:100125062,XB-GENE-950737,tmem196
GeneID:100125063,XB-GENE-975863,hook1
GeneID:100125064,XB-GENE-1006200,otof
GeneID:100125065,XB-GENE-5886552,dennd4b
GeneID:100125066,XB-GENE-1013189,lhfpl4
GeneID:100125068,XB-GENE-5832503,gsg1lr
GeneID:100125069,XB-GENE-5829803,septin5
GeneID:100125070,XB-GENE-5956311,KIAA0513
GeneID:100125071,XB-GENE-983448,mab21l2
GeneID:100125072,XB-GENE-998762,kctd12
GeneID:100125073,XB-GENE-983491,lamb3
GeneID:100125074,XB-GENE-987914,gskip
GeneID:100125075,XB-GENE-943250,cdk14
GeneID:100125076,XB-GENE-961042,pnck
GeneID:100125077,XB-GENE-1010572,cpne9
GeneID:100125078,XB-GENE-5814563,lmtk3
GeneID:100125079,XB-GENE-5872601,baat
GeneID:100125080,XB-GENE-999312,dpp6
GeneID:100125081,XB-GENE-5874358,ccni2
GeneID:100125082,XB-GENE-1005402,mthfr
GeneID:100125083,XB-GENE-5740160,wdr37
GeneID:100125085,XB-GENE-955234,tppp3
GeneID:100125086,XB-GENE-6456297,dctn3
GeneID:100125087,XB-GENE-5871953,large2
GeneID:100125088,XB-GENE-963679,mmp17
GeneID:100125089,XB-GENE-990290,grid1
GeneID:100125090,XB-GENE-960939,zmynd11
GeneID:100125091,XB-GENE-1011831,ptprz1
GeneID:100125092,XB-GENE-5817456,LOC100125092
GeneID:100125093,NA,mkrn2os
GeneID:100125094,XB-GENE-989521,sec63
GeneID:100125095,XB-GENE-961728,med28
GeneID:100125096,XB-GENE-953177,nxph3
GeneID:100125097,XB-GENE-949409,syt17
GeneID:100125098,XB-GENE-1010443,plcb4
GeneID:100125099,XB-GENE-5812330,scn3a
GeneID:100125100,XB-GENE-961693,ptprr
GeneID:100125101,XB-GENE-960689,castor1
GeneID:100125102,XB-GENE-5995437,lcor
GeneID:100125103,XB-GENE-944382,fam210a
GeneID:100125104,XB-GENE-1008457,mns1
GeneID:100125105,XB-GENE-5809155,mettl6
GeneID:100125106,XB-GENE-1010857,bub1b
GeneID:100125107,NA,gdpd3
GeneID:100125108,XB-GENE-981222,tnni1
GeneID:100125109,XB-GENE-998932,cryba4
GeneID:100125110,XB-GENE-969877,tmem177
GeneID:100125111,XB-GENE-981311,rps15a
GeneID:100125112,XB-GENE-996814,padi2
GeneID:100125113,XB-GENE-979564,ndufa8
GeneID:100125114,XB-GENE-944316,fkbp1b
GeneID:100125115,XB-GENE-944199,cxcl14
GeneID:100125116,XB-GENE-972363,kansl2
GeneID:100125117,XB-GENE-993299,tacc2
GeneID:100125118,XB-GENE-5762327,pc.2
GeneID:100125119,XB-GENE-5878289,cad
GeneID:100125120,XB-GENE-994634,prpf39
GeneID:100125121,XB-GENE-5953840,wasf2
GeneID:100125122,XB-GENE-947419,ndufs4
GeneID:100125123,XB-GENE-5955936,rgs9
GeneID:100125124,XB-GENE-962905,cav3.1
GeneID:100125125,XB-GENE-5884908,mindy1
GeneID:100125126,XB-GENE-5560750,wee2
GeneID:100125127,XB-GENE-993737,fbxo28
GeneID:100125128,XB-GENE-970912,mrpl46
GeneID:100125129,XB-GENE-6046859,gipc3
GeneID:100125130,XB-GENE-1002771,apoo
GeneID:100125131,XB-GENE-949640,crygn
GeneID:100125132,XB-GENE-990010,chrng
GeneID:100125133,XB-GENE-981381,vps33b
GeneID:100125134,XB-GENE-5873451,adal
GeneID:100125135,XB-GENE-943598,prkag1
GeneID:100125136,XB-GENE-993128,amph
GeneID:100125137,XB-GENE-951808,tst
GeneID:100125138,XB-GENE-958000,nvl
GeneID:100125139,XB-GENE-983090,gca
GeneID:100125140,XB-GENE-6455973,ubl4a
GeneID:100125141,XB-GENE-952421,gabarapl2
GeneID:100125142,XB-GENE-5773362,msl2
GeneID:100125143,XB-GENE-1005412,nip7
GeneID:100125144,XB-GENE-5896602,foxred1
GeneID:100125145,XB-GENE-1003868,cox7a2
GeneID:100125146,XB-GENE-965976,sh3bgrl3
GeneID:100125147,XB-GENE-1010019,ufc1
GeneID:100125148,XB-GENE-941898,fxyd6
GeneID:100125149,XB-GENE-980477,dnaaf10
GeneID:100125150,XB-GENE-949366,atp6v1g3
GeneID:100125151,XB-GENE-982441,romo1
GeneID:100125152,XB-GENE-988578,tyr
GeneID:100125153,XB-GENE-953194,crip1
GeneID:100125154,XB-GENE-1013544,sbf1
GeneID:100125155,XB-GENE-5947586,ccdc167
GeneID:100125156,XB-GENE-998235,setd6
GeneID:100125157,XB-GENE-967091,tmem50a
GeneID:100125158,XB-GENE-1018491,ush1c
GeneID:100125159,XB-GENE-970102,ptpa
GeneID:100125160,XB-GENE-1011438,plaa
GeneID:100125161,XB-GENE-991265,lsm3
GeneID:100125162,XB-GENE-6454608,mpv17
GeneID:100125163,XB-GENE-968629,amy2a
GeneID:100125164,XB-GENE-956306,gpr146
GeneID:100125165,XB-GENE-948210,elavl4
GeneID:100125166,XB-GENE-5856771,LOC100125166
GeneID:100125167,XB-GENE-6067294,dpf3
GeneID:100125169,XB-GENE-1007952,tomm70
GeneID:100125170,XB-GENE-947153,mad2l1
GeneID:100125171,XB-GENE-5926092,gcn1
GeneID:100125172,XB-GENE-5904678,ptrhd1
GeneID:100125173,XB-GENE-963989,g6pc1
GeneID:100125174,XB-GENE-5874501,snrpg
GeneID:100125175,XB-GENE-5894315,fhip2a
GeneID:100125176,XB-GENE-970817,crym
GeneID:100125177,XB-GENE-970156,ccdc12
GeneID:100125178,XB-GENE-999229,nubp2
GeneID:100125179,XB-GENE-956128,cryba1
GeneID:100125180,XB-GENE-942271,anxa10
GeneID:100125181,XB-GENE-984200,orc3
GeneID:100125182,XB-GENE-5797558,esf1
GeneID:100125183,XB-GENE-479395,ttr
GeneID:100125184,XB-GENE-5820566,vwa8
GeneID:100125185,XB-GENE-973527,chmp6
GeneID:100125186,XB-GENE-973849,bcl7b
GeneID:100125187,XB-GENE-997963,dmrta2
GeneID:100125188,XB-GENE-986407,nacc2
GeneID:100125189,XB-GENE-1006205,plk2
GeneID:100125190,XB-GENE-955998,chst11
GeneID:100125191,XB-GENE-977575,atp2b3
GeneID:100125192,XB-GENE-993956,nmrk1
GeneID:100125193,XB-GENE-5752189,cdh13
GeneID:100125194,XB-GENE-964408,brf2
GeneID:100125195,XB-GENE-947032,hdgfl3
GeneID:100125196,XB-GENE-950070,sik2
GeneID:100125197,XB-GENE-484267,wnt16
GeneID:100125198,XB-GENE-479567,wnt3
GeneID:100125200,XB-GENE-866787,wnt9b
GeneID:100125201,XB-GENE-5906252,kcnj9
GeneID:100125202,XB-GENE-1013855,gfra1
GeneID:100125204,XB-GENE-5958931,ulk3
GeneID:100125205,XB-GENE-1011866,cacng6
GeneID:100125206,XB-GENE-1011042,kcng1
GeneID:100125207,XB-GENE-954977,hsf2
GeneID:100125208,XB-GENE-955988,slc41a2
GeneID:100125209,XB-GENE-970966,eif4h
GeneID:100125210,XB-GENE-975937,mkks
GeneID:100125211,XB-GENE-976882,znf292
GeneID:100125212,XB-GENE-979088,bbs1
GeneID:100125213,XB-GENE-988824,nsd2
GeneID:100125214,XB-GENE-991489,ocrl
GeneID:100125215,XB-GENE-993052,opn1sw
